Institute,Academic Program Name,Quota,Seat Type,Opening Rank,Closing Rank
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,41645,220075
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,22793,51938
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,14239,26434
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,20555,27639
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,7044,8241
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,3461,4503
National Institute of Technology Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,1541,2415
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,OPEN,187290,321018
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,SC,34988,99554
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OPEN,30551,35156
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,8557,11207
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,5769,6760
National Institute of Technology Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,ST,3164,4351
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,303295,374093
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,49461,64938
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,25506,31535
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,11930,12379
National Institute of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,5319,6501
National Institute of Technology Agartala,"Mathematics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,OPEN,160619,312803
National Institute of Technology Agartala,"Mathematics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,SC,48754,57769
National Institute of Technology Agartala,"Mathematics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,OPEN,34473,36973
National Institute of Technology Agartala,"Mathematics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,OBC-NCL,13269,13393
National Institute of Technology Agartala,"Mathematics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,SC,5741,5741
National Institute of Technology Agartala,"Mathematics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,ST,3218,3218
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,27467,152566
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,14323,56266
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,8097,39734
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,18643,28786
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),624,1314
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,6973,8870
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,4293,5236
National Institute of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,2471,2586
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,OPEN,259374,361914
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,SC,31070,39490
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,OPEN,26801,37085
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,OBC-NCL,10774,13077
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,SC,7163,7807
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,311631,472344
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,54116,97456
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,34613,39921
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,10676,13265
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,SC,7338,7789
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,ST,4598,5787
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,496,1302
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,333,498
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,52,174
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,ST,50,1834
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,543,1475
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,477,637
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,141,307
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,ST,37,41
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,24108,33271
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,8977,10386
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,8842,10482
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,17171,28524
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,8853,8962
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,4717,4771
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,2816,2816
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,8768,32892
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),604,604
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,7967,10533
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,3869,11765
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,15531,21692
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,4892,7542
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,3093,4624
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,1397,1726
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,15811,32218
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,7623,9913
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,2179,9108
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,3339,41700
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,15748,20560
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),581,581
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,4950,5989
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,1608,2748
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,724,956
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,3502,15208
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),186,186
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,3164,4714
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,2011,5183
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,2493,21704
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,3094,6616
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),137,137
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1448,2301
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,674,1227
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,337,658
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,9525,22455
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,5143,7782
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,4180,8913
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,2007,3310
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,9550,13181
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),433,433
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,3069,4180
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,2191,2665
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,908,1251
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,6252,19827
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),576,576
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,4838,7685
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,2388,10011
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,3109,9726
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,5690,9612
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),389,389
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,2400,3049
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,1508,2023
National Institute of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,694,922
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OPEN,19339,28880
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC-NCL,6940,9103
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,SC,9773,11308
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN,7230,16138
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OBC-NCL,4029,7263
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,SC,2762,4422
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,ST,1913,1913
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,5978,17768
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),513,513
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,3865,5952
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,1502,7216
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,2210,11070
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,8074,13229
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),520,520
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,2772,3872
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,1199,2049
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,576,979
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,22913,34777
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,10915,11802
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,10301,10694
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,16223,24011
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),2005,2005
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,5492,8214
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,SC,3375,4189
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,ST,3148,3148
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,7356,11564
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,4096,6742
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,1475,3403
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,2992,4014
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,4919,7816
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,2076,2940
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,785,1530
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,701,716
National Institute of Technology Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,19158,22111
National Institute of Technology Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,10546,11662
National Institute of Technology Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,3268,5952
National Institute of Technology Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,1702,6320
National Institute of Technology Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,13044,14945
National Institute of Technology Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,4423,5038
National Institute of Technology Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,1325,2800
National Institute of Technology Delhi,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,772,833
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,12495,18470
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,7205,9995
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,3468,5410
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,5705,6106
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,7980,12094
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),426,426
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,3514,4257
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,1999,2585
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,547,843
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,29633,39708
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN (PwD),992,992
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,29866,35186
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,4887,6752
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,32105,37002
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,10213,11621
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,4463,7921
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,3226,4080
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,21141,32483
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,14139,26874
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,2542,4521
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,10044,11505
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,22858,26453
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,6681,8548
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,3921,4858
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,1744,2456
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,34032,36208
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,21701,26125
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,3909,4643
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,2801,8250
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,15324,22588
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,6059,6819
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,2469,3683
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,1050,1396
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,7403,14703
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,4912,9357
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,1379,1842
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,1456,2014
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,6574,9003
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),143,143
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,2326,3243
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,954,1367
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,847,948
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,10841,24586
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,11057,20138
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,2618,3833
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,2855,3217
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,12485,17653
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),870,870
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,4225,5836
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,2806,3432
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,783,1395
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,10701,20076
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,4736,13822
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,2017,3266
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,2086,3243
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,11015,13486
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,4084,5116
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,2216,3167
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,1250,1525
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,11246,29862
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),603,603
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,8482,22127
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,2130,3797
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,949,8161
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,11827,18241
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,3983,5963
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,1971,3563
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,909,1488
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,28384,36880
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,24682,31580
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,4020,5681
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,11447,12488
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,23539,32382
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,9889,11129
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,5338,6291
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,1553,2812
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,11222,15560
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,15793,15793
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,8035,11646
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,3929,4593
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,2174,2257
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,1288,1288
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,56097,56097
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,14477,18001
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,6425,6658
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,3406,3748
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,1671,1671
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,35217,72405
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,16171,17574
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,5806,6253
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,3653,3675
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,1348,1348
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,3037,6297
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,2439,10461
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,558,676
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",HS,ST,157,562
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,1726,2325
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,778,1105
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,197,512
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",OS,ST,247,247
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,70928,99416
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,29770,228247
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,11976,13139
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,3791,3952
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,20437,27013
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),1893,1893
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,7113,9815
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,4523,5618
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,1924,2521
